kingdom,order,family,class,genus_matched,fa,ecosystem,mean_concentration,moss,lichen
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Seminavis,epa,Marine,9.5640415,no,no
Chromista,Naviculales,Phaeodactylaceae,Bacillariophyceae,Phaeodactylum,ala,Marine,1.5969715677794118,no,no
Chromista,Naviculales,Phaeodactylaceae,Bacillariophyceae,Phaeodactylum,dha,Marine,2.104173508397059,no,no
Chromista,Naviculales,Phaeodactylaceae,Bacillariophyceae,Phaeodactylum,epa,Marine,21.759566753794118,no,no
Chromista,Naviculales,Pinnulariaceae,Bacillariophyceae,Caloneis,ala,Marine,0.0761,no,no
Chromista,Naviculales,Pinnulariaceae,Bacillariophyceae,Caloneis,dha,Marine,0,no,no
Chromista,Naviculales,Pinnulariaceae,Bacillariophyceae,Caloneis,epa,Marine,4.899006,no,no
Chromista,Naviculales,Stauroneidaceae,Bacillariophyceae,Stauroneis,ala,Marine,1.54,no,no
Chromista,Naviculales,Stauroneidaceae,Bacillariophyceae,Stauroneis,dha,Marine,2.56,no,no
Chromista,Naviculales,Stauroneidaceae,Bacillariophyceae,Stauroneis,epa,Marine,25.13,no,no
Chromista,Ochromonadales,Ochromonadaceae,Chrysophyceae,Pavlova,ala,Marine,2.4028189577380954,no,no
Chromista,Ochromonadales,Ochromonadaceae,Chrysophyceae,Pavlova,dha,Marine,8.961462777880952,no,no
Chromista,Ochromonadales,Ochromonadaceae,Chrysophyceae,Pavlova,epa,Marine,18.127774987571428,no,no
Chromista,Ochromonadales,Synuraceae,Chrysophyceae,Mallomonas,ala,Freshwater,8.5,no,no
Chromista,Ochromonadales,Synuraceae,Chrysophyceae,Mallomonas,dha,Freshwater,11,no,no
Chromista,Ochromonadales,Synuraceae,Chrysophyceae,Mallomonas,epa,Freshwater,7,no,no
Chromista,Ochromonadales,Synuraceae,Chrysophyceae,Synura,ala,Freshwater,13.4,no,no
Chromista,Ochromonadales,Synuraceae,Chrysophyceae,Synura,dha,Freshwater,5,no,no
Chromista,Ochromonadales,Synuraceae,Chrysophyceae,Synura,epa,Freshwater,2,no,no
Chromista,Peridiniales,Glenodiniaceae,Dinophyceae,Peridiniopsis,ala,Freshwater,0,no,no
Chromista,Peridiniales,Glenodiniaceae,Dinophyceae,Peridiniopsis,dha,Freshwater,8.201458318,no,no
Chromista,Peridiniales,Glenodiniaceae,Dinophyceae,Peridiniopsis,epa,Freshwater,5.7917514955,no,no
Chromista,Peridiniales,Peridiniaceae,Dinophyceae,Heterocapsa,ala,Marine,2.7118126782500003,no,no
Chromista,Peridiniales,Peridiniaceae,Dinophyceae,Heterocapsa,dha,Marine,17.9579182735,no,no
Chromista,Peridiniales,Peridiniaceae,Dinophyceae,Heterocapsa,epa,Marine,0.155810418,no,no
Chromista,Peridiniales,Peridiniaceae,Dinophyceae,Peridinium,ala,Freshwater,4.02768259,no,no
Chromista,Peridiniales,Peridiniaceae,Dinophyceae,Peridinium,dha,Freshwater,13.134952949999999,no,no
Chromista,Peridiniales,Peridiniaceae,Dinophyceae,Peridinium,epa,Freshwater,8.9531994,no,no
Chromista,Prorocentrales,Prorocentraceae,Dinophyceae,Prorocentrum,ala,Marine,1.23240518725,no,no
Chromista,Prorocentrales,Prorocentraceae,Dinophyceae,Prorocentrum,dha,Marine,13.4945640025,no,no
Chromista,Prorocentrales,Prorocentraceae,Dinophyceae,Prorocentrum,epa,Marine,2.2469677897500002,no,no
Chromista,Prymnesiales,Chrysotilaceae,Prymnesiophyceae,Chrysotila,ala,Marine,5.4,no,no
Chromista,Prymnesiales,Chrysotilaceae,Prymnesiophyceae,Chrysotila,dha,Marine,0.4,no,no
Chromista,Prymnesiales,Chrysotilaceae,Prymnesiophyceae,Chrysotila,epa,Marine,0.15,no,no
Chromista,Prymnesiales,Phaeocystaceae,Prymnesiophyceae,Phaeocystis,ala,Marine,4.4191666666666665,no,no
Chromista,Prymnesiales,Phaeocystaceae,Prymnesiophyceae,Phaeocystis,dha,Marine,1.245,no,no
Chromista,Prymnesiales,Phaeocystaceae,Prymnesiophyceae,Phaeocystis,epa,Marine,0.88,no,no
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Hymenomonas,ala,Marine,13.5,no,no
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Hymenomonas,dha,Marine,1.2,no,no
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Hymenomonas,epa,Marine,1.3,no,no
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Syracosphaera,ala,Marine,9.5,no,no
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Syracosphaera,dha,Marine,8.6,no,no
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Syracosphaera,epa,Marine,3.9,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Colpomenia,ala,Marine,3.6,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Colpomenia,dha,Marine,0,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Colpomenia,epa,Marine,12.6,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Petalonia,ala,Marine,5.3,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Petalonia,dha,Marine,0,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Petalonia,epa,Marine,15.4,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Scytosiphon,ala,Marine,6.2,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Scytosiphon,dha,Marine,0,no,no
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Scytosiphon,epa,Marine,24.2,no,no
Chromista,Sphacelariales,Cladostephaceae,Phaeophyceae,Cladostephus,ala,Marine,0,no,no
Chromista,Sphacelariales,Cladostephaceae,Phaeophyceae,Cladostephus,dha,Marine,0,no,no
Chromista,Sphacelariales,Cladostephaceae,Phaeophyceae,Cladostephus,epa,Marine,11.46,no,no
Chromista,Suessiales,Symbiodiniaceae,Dinophyceae,Symbiodinium,ala,Marine,0.9,no,no
Chromista,Suessiales,Symbiodiniaceae,Dinophyceae,Symbiodinium,dha,Marine,9.9,no,no
Chromista,Suessiales,Symbiodiniaceae,Dinophyceae,Symbiodinium,epa,Marine,13.5,no,no
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassionema,ala,Marine,0.6,no,no
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassionema,dha,Marine,1,no,no
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassionema,epa,Marine,25.2,no,no
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassiothrix,ala,Marine,1.4,no,no
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassiothrix,dha,Marine,1.6,no,no
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassiothrix,epa,Marine,12.9,no,no
Chromista,Thalassiophysales,Catenulaceae,Bacillariophyceae,Amphora,ala,Marine,0.26948,no,no
Chromista,Thalassiophysales,Catenulaceae,Bacillariophyceae,Amphora,dha,Marine,0.14806,no,no
Chromista,Thalassiophysales,Catenulaceae,Bacillariophyceae,Amphora,epa,Marine,8.5809172,no,no
Chromista,Thalassiosirales,Skeletonemataceae,Bacillariophyceae,Skeletonema,ala,Marine,1.5690163245714286,no,no
Chromista,Thalassiosirales,Skeletonemataceae,Bacillariophyceae,Skeletonema,dha,Marine,3.7635282984761904,no,no
Chromista,Thalassiosirales,Skeletonemataceae,Bacillariophyceae,Skeletonema,epa,Marine,12.721935512761904,no,no
Chromista,Thalassiosirales,Stephanodiscaceae,Bacillariophyceae,Cyclotella,ala,Freshwater,1.1456568000967742,no,no
Chromista,Thalassiosirales,Stephanodiscaceae,Bacillariophyceae,Cyclotella,dha,Freshwater,3.503886692903226,no,no
Chromista,Thalassiosirales,Stephanodiscaceae,Bacillariophyceae,Cyclotella,epa,Freshwater,0.9480707402903226,no,no
Chromista,Thalassiosirales,Thalassiosiraceae,Bacillariophyceae,Thalassiosira,ala,Marine,1.2233610353870967,no,no
Chromista,Thalassiosirales,Thalassiosiraceae,Bacillariophyceae,Thalassiosira,dha,Marine,3.7145582521451614,no,no
Chromista,Thalassiosirales,Thalassiosiraceae,Bacillariophyceae,Thalassiosira,epa,Marine,16.21975979866129,no,no
Fungi,Ostropales,Thelotremataceae,Lecanoromycetes,Diploschistes,ala,Terrestrial,6.93,no,yes
Fungi,Ostropales,Thelotremataceae,Lecanoromycetes,Diploschistes,dha,Terrestrial,8.13,no,yes
Fungi,Ostropales,Thelotremataceae,Lecanoromycetes,Diploschistes,epa,Terrestrial,3.6,no,yes
Fungi,Peltigerales,Peltigeraceae,Lecanoromycetes,Peltigera,ala,Terrestrial,5.775,no,yes
Fungi,Peltigerales,Peltigeraceae,Lecanoromycetes,Peltigera,dha,Terrestrial,2.94,no,yes
Fungi,Peltigerales,Peltigeraceae,Lecanoromycetes,Peltigera,epa,Terrestrial,2.805,no,yes
Fungi,Teloschistales,Physciaceae,Lecanoromycetes,Anaptychia,ala,Terrestrial,14.08,no,yes
Fungi,Teloschistales,Physciaceae,Lecanoromycetes,Anaptychia,dha,Terrestrial,0.84,no,yes
Fungi,Teloschistales,Physciaceae,Lecanoromycetes,Anaptychia,epa,Terrestrial,4.98,no,yes
Fungi,Umbilicariales,Umbilicariaceae,Lecanoromycetes,Umbilicaria,ala,Terrestrial,4.19,no,yes
Fungi,Umbilicariales,Umbilicariaceae,Lecanoromycetes,Umbilicaria,dha,Terrestrial,5.75,no,yes
Fungi,Umbilicariales,Umbilicariaceae,Lecanoromycetes,Umbilicaria,epa,Terrestrial,5.95,no,yes
Plantae,Acrochaetiales,Acrochaetiaceae,Florideophyceae,Audouinella,ala,Marine,0,no,no
Plantae,Acrochaetiales,Acrochaetiaceae,Florideophyceae,Audouinella,dha,Marine,0,no,no
Plantae,Acrochaetiales,Acrochaetiaceae,Florideophyceae,Audouinella,epa,Marine,60.3,no,no
Plantae,Acrochaetiales,Acrochaetiaceae,Florideophyceae,Kylinia,ala,Marine,2.3,no,no
Plantae,Acrochaetiales,Acrochaetiaceae,Florideophyceae,Kylinia,dha,Marine,0,no,no
Plantae,Acrochaetiales,Acrochaetiaceae,Florideophyceae,Kylinia,epa,Marine,25.5,no,no
Plantae,Alismatales,Araceae,Magnoliopsida,Arum,ala,Terrestrial,0.4,no,no
Plantae,Alismatales,Zosteraceae,Magnoliopsida,Zostera,ala,Marine,24.12,no,no
Plantae,Alismatales,Zosteraceae,Magnoliopsida,Zostera,dha,Marine,0.4,no,no
Plantae,Alismatales,Zosteraceae,Magnoliopsida,Zostera,epa,Marine,4.58,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Aethusa,ala,Terrestrial,0.25,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Ammi,ala,Terrestrial,0.2,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Anthriscus,ala,Terrestrial,0.25,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Bupleurum,ala,Terrestrial,0.6,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Caucalis,ala,Terrestrial,0.2,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Cuminum,ala,Terrestrial,0.2,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Daucus,ala,Terrestrial,0.9,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Eryngium,ala,Terrestrial,0.6,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Falcaria,ala,Terrestrial,38.6,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Heracleum,ala,Terrestrial,0.3,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Scandix,ala,Terrestrial,0.7,no,no
Plantae,Apiales,Apiaceae,Magnoliopsida,Torilis,ala,Terrestrial,0.30000000000000004,no,no
Plantae,Arecales,Arecaceae,Magnoliopsida,Cocos,ala,Terrestrial,0.1,no,no
Plantae,Arecales,Arecaceae,Magnoliopsida,Elaeis,ala,Terrestrial,0.3,no,no
Plantae,Asparagales,Amaryllidaceae,Magnoliopsida,Allium,ala,Terrestrial,0.3,no,no
Plantae,Asparagales,Asparagaceae,Magnoliopsida,Asparagus,ala,Terrestrial,23.7,no,no
Plantae,Asparagales,Asparagaceae,Magnoliopsida,Muscari,ala,Terrestrial,0.45,no,no
Plantae,Asparagales,Xanthorrhoeaceae,Magnoliopsida,Asphodelus,ala,Terrestrial,21.64,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Ambrosia,ala,Terrestrial,0.4,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Anthemis,ala,Terrestrial,0.2,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Arctium,ala,Terrestrial,0.4,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Carthamus,ala,Terrestrial,NA,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Carthamus,dha,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Carthamus,epa,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Centaurea,ala,Terrestrial,NA,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Centaurea,dha,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Centaurea,epa,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Chondrilla,ala,Terrestrial,56.3,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Chondrilla,dha,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Chondrilla,epa,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Chrysanthemum,ala,Terrestrial,0.4,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Cirsium,ala,Terrestrial,4,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Conyza,ala,Terrestrial,0.6,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Crepis,ala,Terrestrial,0.4,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Galinsoga,ala,Terrestrial,0.25,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Gnaphalium,ala,Terrestrial,0.4,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Guizotia,ala,Terrestrial,0.1,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Helianthus,ala,Terrestrial,0.5,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Lactuca,ala,Terrestrial,0.3,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Lapsana,ala,Terrestrial,2.1,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Matricaria,ala,Terrestrial,0.26,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Micropus,ala,Terrestrial,0.2,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Picris,ala,Terrestrial,0.3,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Senecio,ala,Terrestrial,1.2333333333333334,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Sonchus,ala,Terrestrial,27.98,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Sonchus,dha,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Sonchus,epa,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Taraxacum,ala,Terrestrial,62.75,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Taraxacum,dha,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Taraxacum,epa,Terrestrial,0,no,no
Plantae,Asterales,Asteraceae,Magnoliopsida,Xanthium,ala,Terrestrial,2.7,no,no
Plantae,Asterales,Campanulaceae,Magnoliopsida,Legousia,ala,Terrestrial,16.4,no,no
Plantae,Bangiales,Bangiaceae,Bangiophyceae,Porphyra,ala,Marine,2,no,no
Plantae,Bangiales,Bangiaceae,Bangiophyceae,Porphyra,dha,Marine,0.02,no,no
Plantae,Bangiales,Bangiaceae,Bangiophyceae,Porphyra,epa,Marine,19.932,no,no
Plantae,Bonnemaisoniales,Bonnemaisoniaceae,Florideophyceae,Asparagopsis,ala,Marine,0,no,no
Plantae,Bonnemaisoniales,Bonnemaisoniaceae,Florideophyceae,Asparagopsis,dha,Marine,0,no,no
Plantae,Bonnemaisoniales,Bonnemaisoniaceae,Florideophyceae,Asparagopsis,epa,Marine,2.9,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Anchusa,ala,Terrestrial,39.7,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Anchusa,dha,Terrestrial,0,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Anchusa,epa,Terrestrial,0,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Borago,ala,Terrestrial,NA,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Borago,dha,Terrestrial,0,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Borago,epa,Terrestrial,0,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Echium,ala,Terrestrial,37.05,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Lithospermum,ala,Terrestrial,45.1,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Myosotis,ala,Terrestrial,17.8,no,no
Plantae,Boraginales,Boraginaceae,Magnoliopsida,Symphytum,ala,Terrestrial,0.8,no,no
Plantae,Boraginales,Hydrophyllaceae,Magnoliopsida,Phacelia,ala,Terrestrial,1.6,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Alliaria,ala,Terrestrial,28,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Alliaria,dha,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Alliaria,epa,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Arabidopsis,ala,Terrestrial,39.35,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Barbarea,ala,Terrestrial,9.649999999999999,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Brassica,ala,Terrestrial,11.39625,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Brassica,dha,Terrestrial,0.7075,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Brassica,epa,Terrestrial,0.2525,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Calepina,ala,Terrestrial,25.4,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Camelina,ala,Terrestrial,41.45,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Capsella,ala,Terrestrial,33.7,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Capsella,dha,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Capsella,epa,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Cardamine,ala,Terrestrial,3.8,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Crambe,ala,Terrestrial,4.8,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Diplotaxis,ala,Terrestrial,19.6,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Diplotaxis,dha,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Diplotaxis,epa,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Eruca,ala,Terrestrial,12.3,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Eruca,dha,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Eruca,epa,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Lepidium,ala,Terrestrial,35.7,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Matthiola,ala,Terrestrial,43.9,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Myagrum,ala,Terrestrial,29.2,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Neslia,ala,Terrestrial,10,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Sinapis,ala,Terrestrial,11.8,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Sisymbrium,ala,Terrestrial,37.6,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Sisymbrium,dha,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Sisymbrium,epa,Terrestrial,0,no,no
Plantae,Brassicales,Brassicaceae,Magnoliopsida,Thlaspi,ala,Terrestrial,8.2,no,no
Plantae,Brassicales,Resedaceae,Magnoliopsida,Reseda,ala,Terrestrial,4,no,no
Plantae,Bryopsidales,Bryopsidaceae,Ulvophyceae,Bryopsis,ala,Marine,12.65,no,no
Plantae,Bryopsidales,Bryopsidaceae,Ulvophyceae,Bryopsis,dha,Marine,0,no,no
Plantae,Bryopsidales,Bryopsidaceae,Ulvophyceae,Bryopsis,epa,Marine,1.75,no,no
Plantae,Bryopsidales,Caulerpaceae,Ulvophyceae,Caulerpa,ala,Marine,11.77,no,no
Plantae,Bryopsidales,Caulerpaceae,Ulvophyceae,Caulerpa,dha,Marine,0,no,no
Plantae,Bryopsidales,Caulerpaceae,Ulvophyceae,Caulerpa,epa,Marine,4.43,no,no
Plantae,Bryopsidales,Codiaceae,Ulvophyceae,Codium,ala,Marine,9.1,no,no
Plantae,Bryopsidales,Codiaceae,Ulvophyceae,Codium,dha,Marine,0.03333333333333333,no,no
Plantae,Bryopsidales,Codiaceae,Ulvophyceae,Codium,epa,Marine,1.76,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Amaranthus,ala,Terrestrial,13.053333333333333,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Amaranthus,dha,Terrestrial,0,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Amaranthus,epa,Terrestrial,0,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Atriplex,ala,Terrestrial,22,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Atriplex,dha,Terrestrial,0,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Atriplex,epa,Terrestrial,0,no,no
Plantae,Caryophyllales,Amaranthaceae,Magnoliopsida,Beta,ala,Terrestrial,29.5,no,no
