kingdom,order,family,class,genus_matched,fa,ecosystem,concentration
Chromista,Prymnesiales,Phaeocystaceae,Prymnesiophyceae,Phaeocystis,ala,Marine,4.202307692
Chromista,Prymnesiales,Phaeocystaceae,Prymnesiophyceae,Phaeocystis,dha,Marine,1.210769231
Chromista,Prymnesiales,Phaeocystaceae,Prymnesiophyceae,Phaeocystis,epa,Marine,0.812307692
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Hymenomonas,ala,Marine,13.5
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Hymenomonas,dha,Marine,1.2
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Hymenomonas,epa,Marine,1.3
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Syracosphaera,ala,Marine,9.5
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Syracosphaera,dha,Marine,8.6
Chromista,Prymnesiales,Syracosphaeraceae,Prymnesiophyceae,Syracosphaera,epa,Marine,3.9
Chromista,Prymnesiales,Chrysotilaceae,Prymnesiophyceae,Chrysotila,ala,Marine,5.4
Chromista,Prymnesiales,Chrysotilaceae,Prymnesiophyceae,Chrysotila,dha,Marine,0.4
Chromista,Prymnesiales,Chrysotilaceae,Prymnesiophyceae,Chrysotila,epa,Marine,0.15
Chromista,Thalassiophysales,Catenulaceae,Bacillariophyceae,Amphora,ala,Marine,0.269488
Chromista,Thalassiophysales,Catenulaceae,Bacillariophyceae,Amphora,dha,Marine,0.148058
Chromista,Thalassiophysales,Catenulaceae,Bacillariophyceae,Amphora,epa,Marine,8.5809172
Chromista,Naviculales,Pinnulariaceae,Bacillariophyceae,Caloneis,ala,Marine,0.0761145
Chromista,Naviculales,Pinnulariaceae,Bacillariophyceae,Caloneis,dha,Marine,0
Chromista,Naviculales,Pinnulariaceae,Bacillariophyceae,Caloneis,epa,Marine,4.899006
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Amphiprora,ala,Marine,1.4
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Amphiprora,dha,Marine,1.9
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Amphiprora,epa,Marine,30
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Navicula,ala,Marine,0.699740222
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Navicula,dha,Marine,1.008350571
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Navicula,epa,Marine,10.48653111
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Seminavis,ala,Marine,0.215984
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Seminavis,dha,Marine,0.0337475
Chromista,Naviculales,Naviculaceae,Bacillariophyceae,Seminavis,epa,Marine,9.5640415
Chromista,Naviculales,Phaeodactylaceae,Bacillariophyceae,Phaeodactylum,ala,Marine,1.567000812
Chromista,Naviculales,Phaeodactylaceae,Bacillariophyceae,Phaeodactylum,dha,Marine,2.146143885
Chromista,Naviculales,Phaeodactylaceae,Bacillariophyceae,Phaeodactylum,epa,Marine,21.16403097
Chromista,Naviculales,Stauroneidaceae,Bacillariophyceae,Stauroneis,ala,Marine,1.54
Chromista,Naviculales,Stauroneidaceae,Bacillariophyceae,Stauroneis,dha,Marine,2.56
Chromista,Naviculales,Stauroneidaceae,Bacillariophyceae,Stauroneis,epa,Marine,25.13
Chromista,Achnanthales,Cocconeidaceae,Bacillariophyceae,Cocconeis,ala,Marine,0
Chromista,Achnanthales,Cocconeidaceae,Bacillariophyceae,Cocconeis,dha,Marine,1.69312
Chromista,Achnanthales,Cocconeidaceae,Bacillariophyceae,Cocconeis,epa,Marine,6.57712
Chromista,Bacillariales,Bacillariaceae,Bacillariophyceae,Cylindrotheca,ala,Marine,0.0202485
Chromista,Bacillariales,Bacillariaceae,Bacillariophyceae,Cylindrotheca,dha,Marine,0.026998
Chromista,Bacillariales,Bacillariaceae,Bacillariophyceae,Cylindrotheca,epa,Marine,0.323976
Chromista,Bacillariales,Bacillariaceae,Bacillariophyceae,Nitzschia,ala,Marine,1.463333333
Chromista,Bacillariales,Bacillariaceae,Bacillariophyceae,Nitzschia,dha,Marine,0.955555556
Chromista,Bacillariales,Bacillariaceae,Bacillariophyceae,Nitzschia,epa,Marine,16.75095238
Chromista,Chaetocerotales,Chaetocerotaceae,Bacillariophyceae,Chaetoceros,ala,Marine,0.941026976
Chromista,Chaetocerotales,Chaetocerotaceae,Bacillariophyceae,Chaetoceros,dha,Marine,0.891030609
Chromista,Chaetocerotales,Chaetocerotaceae,Bacillariophyceae,Chaetoceros,epa,Marine,8.9729957
Chromista,Melosirales,Melosiraceae,Bacillariophyceae,Melosira,ala,Marine,0.179577
Chromista,Melosirales,Melosiraceae,Bacillariophyceae,Melosira,dha,Marine,0.259389
Chromista,Melosirales,Melosiraceae,Bacillariophyceae,Melosira,epa,Marine,1.124019
Chromista,Fucales,Fucaceae,Phaeophyceae,Ascophyllum,ala,Marine,2
Chromista,Fucales,Fucaceae,Phaeophyceae,Ascophyllum,dha,Marine,0
Chromista,Fucales,Fucaceae,Phaeophyceae,Ascophyllum,epa,Marine,4
Chromista,Fucales,Fucaceae,Phaeophyceae,Fucus,ala,Marine,4.592
Chromista,Fucales,Fucaceae,Phaeophyceae,Fucus,dha,Marine,0.04
Chromista,Fucales,Fucaceae,Phaeophyceae,Fucus,epa,Marine,5.214
Chromista,Fucales,Fucaceae,Phaeophyceae,Pelvetia,ala,Marine,2.3
Chromista,Fucales,Fucaceae,Phaeophyceae,Pelvetia,dha,Marine,0
Chromista,Fucales,Fucaceae,Phaeophyceae,Pelvetia,epa,Marine,1.9
Chromista,Fucales,Cystoseiraceae,Phaeophyceae,Cystoseira,ala,Marine,10.9
Chromista,Fucales,Cystoseiraceae,Phaeophyceae,Cystoseira,dha,Marine,0
Chromista,Fucales,Cystoseiraceae,Phaeophyceae,Cystoseira,epa,Marine,10.6
Chromista,Fucales,Cystoseiraceae,Phaeophyceae,Halidrys,ala,Marine,5.8
Chromista,Fucales,Cystoseiraceae,Phaeophyceae,Halidrys,dha,Marine,0
Chromista,Fucales,Cystoseiraceae,Phaeophyceae,Halidrys,epa,Marine,3.6
Chromista,Fucales,Sargassaceae,Phaeophyceae,Sargassum,ala,Marine,5.6675
Chromista,Fucales,Sargassaceae,Phaeophyceae,Sargassum,dha,Marine,1.219166667
Chromista,Fucales,Sargassaceae,Phaeophyceae,Sargassum,epa,Marine,6.3925
Chromista,Fucales,Himanthaliaceae,Phaeophyceae,Himanthalia,ala,Marine,7.78
Chromista,Fucales,Himanthaliaceae,Phaeophyceae,Himanthalia,dha,Marine,0
Chromista,Fucales,Himanthaliaceae,Phaeophyceae,Himanthalia,epa,Marine,4.135
Chromista,Laminariales,Lessoniaceae,Phaeophyceae,Nereocystis,ala,Marine,7.57
Chromista,Laminariales,Lessoniaceae,Phaeophyceae,Nereocystis,dha,Marine,0.1
Chromista,Laminariales,Lessoniaceae,Phaeophyceae,Nereocystis,epa,Marine,12.58
Chromista,Laminariales,Alariaceae,Phaeophyceae,Alaria,ala,Marine,9.3
Chromista,Laminariales,Alariaceae,Phaeophyceae,Alaria,dha,Marine,0.1
Chromista,Laminariales,Alariaceae,Phaeophyceae,Alaria,epa,Marine,12.9
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Agarum,ala,Marine,4.1
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Agarum,dha,Marine,0
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Agarum,epa,Marine,9.2
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Costaria,ala,Marine,3.8
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Costaria,dha,Marine,0
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Costaria,epa,Marine,5.6
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Laminaria,ala,Marine,5.954615385
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Laminaria,dha,Marine,0.023076923
Chromista,Laminariales,Laminariaceae,Phaeophyceae,Laminaria,epa,Marine,14.93230769
Chromista,Laminariales,Chordaceae,Phaeophyceae,Chorda,ala,Marine,8
Chromista,Laminariales,Chordaceae,Phaeophyceae,Chorda,dha,Marine,0
Chromista,Laminariales,Chordaceae,Phaeophyceae,Chorda,epa,Marine,13.2
Chromista,Coscinodiscales,Coscinodiscaceae,Bacillariophyceae,Coscinodiscus,ala,Marine,2.33
Chromista,Coscinodiscales,Coscinodiscaceae,Bacillariophyceae,Coscinodiscus,dha,Marine,2.87
Chromista,Coscinodiscales,Coscinodiscaceae,Bacillariophyceae,Coscinodiscus,epa,Marine,13.59
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassionema,ala,Marine,0.6
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassionema,dha,Marine,1
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassionema,epa,Marine,25.2
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassiothrix,ala,Marine,1.4
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassiothrix,dha,Marine,1.6
Chromista,Thalassionematales,Thalassionemataceae,Bacillariophyceae,Thalassiothrix,epa,Marine,12.9
Chromista,Gonyaulacales,Goniodomataceae,Dinophyceae,Alexandrium,ala,Marine,1.076035982
Chromista,Gonyaulacales,Goniodomataceae,Dinophyceae,Alexandrium,dha,Marine,16.69289309
Chromista,Gonyaulacales,Goniodomataceae,Dinophyceae,Alexandrium,epa,Marine,3.549248908
Chromista,Gonyaulacales,Calciodinellaceae,Dinophyceae,Scrippsiella,ala,Marine,3.22080548
Chromista,Gonyaulacales,Calciodinellaceae,Dinophyceae,Scrippsiella,dha,Marine,24.8703606
Chromista,Gonyaulacales,Calciodinellaceae,Dinophyceae,Scrippsiella,epa,Marine,1.259857172
Chromista,Gonyaulacales,Pyrophacaceae,Dinophyceae,Fragilidium,ala,Marine,0.3
Chromista,Gonyaulacales,Pyrophacaceae,Dinophyceae,Fragilidium,dha,Marine,26.3
Chromista,Gonyaulacales,Pyrophacaceae,Dinophyceae,Fragilidium,epa,Marine,20.9
Chromista,Desmarestiales,Desmarestiaceae,Phaeophyceae,Desmarestia,ala,Marine,7.6
Chromista,Desmarestiales,Desmarestiaceae,Phaeophyceae,Desmarestia,dha,Marine,0
Chromista,Desmarestiales,Desmarestiaceae,Phaeophyceae,Desmarestia,epa,Marine,15.15
Chromista,Prorocentrales,Prorocentraceae,Dinophyceae,Prorocentrum,ala,Marine,1.232405187
Chromista,Prorocentrales,Prorocentraceae,Dinophyceae,Prorocentrum,dha,Marine,13.494564
Chromista,Prorocentrales,Prorocentraceae,Dinophyceae,Prorocentrum,epa,Marine,2.24696779
Chromista,Ectocarpales,Chordariaceae,Phaeophyceae,Analipus,ala,Marine,6.3
Chromista,Ectocarpales,Chordariaceae,Phaeophyceae,Analipus,dha,Marine,0
Chromista,Ectocarpales,Chordariaceae,Phaeophyceae,Analipus,epa,Marine,8
Chromista,Ectocarpales,Corynophlaeaceae,Phaeophyceae,Leathesia,ala,Marine,3.4
Chromista,Ectocarpales,Corynophlaeaceae,Phaeophyceae,Leathesia,dha,Marine,0
Chromista,Ectocarpales,Corynophlaeaceae,Phaeophyceae,Leathesia,epa,Marine,9.95
Chromista,Dictyosiphonales,Dictyosiphonaceae,Phaeophyceae,Dictyosiphon,ala,Marine,8.8
Chromista,Dictyosiphonales,Dictyosiphonaceae,Phaeophyceae,Dictyosiphon,dha,Marine,0
Chromista,Dictyosiphonales,Dictyosiphonaceae,Phaeophyceae,Dictyosiphon,epa,Marine,18.5
Chromista,Dictyosiphonales,Punctariaceae,Phaeophyceae,Myelophycus,ala,Marine,7
Chromista,Dictyosiphonales,Punctariaceae,Phaeophyceae,Myelophycus,dha,Marine,0
Chromista,Dictyosiphonales,Punctariaceae,Phaeophyceae,Myelophycus,epa,Marine,23.8
Chromista,Dictyosiphonales,Punctariaceae,Phaeophyceae,Punctaria,ala,Marine,5.2
Chromista,Dictyosiphonales,Punctariaceae,Phaeophyceae,Punctaria,dha,Marine,0
Chromista,Dictyosiphonales,Punctariaceae,Phaeophyceae,Punctaria,epa,Marine,6.7
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Colpomenia,ala,Marine,3.6
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Colpomenia,dha,Marine,0
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Colpomenia,epa,Marine,12.6
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Petalonia,ala,Marine,5.3
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Petalonia,dha,Marine,0
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Petalonia,epa,Marine,15.4
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Scytosiphon,ala,Marine,6.2
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Scytosiphon,dha,Marine,0
Chromista,Scytosiphonales,Scytosiphonaceae,Phaeophyceae,Scytosiphon,epa,Marine,24.2
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Dictyopteris,ala,Marine,9.5
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Dictyopteris,dha,Marine,0
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Dictyopteris,epa,Marine,9.8
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Dictyota,ala,Marine,0
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Dictyota,dha,Marine,0
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Dictyota,epa,Marine,3.285
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Taonia,ala,Marine,0
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Taonia,dha,Marine,0.84
Chromista,Dictyotales,Dictyotaceae,Phaeophyceae,Taonia,epa,Marine,13.55
Chromista,Suessiales,Symbiodiniaceae,Dinophyceae,Symbiodinium,ala,Marine,0.9
Chromista,Suessiales,Symbiodiniaceae,Dinophyceae,Symbiodinium,dha,Marine,9.9
Chromista,Suessiales,Symbiodiniaceae,Dinophyceae,Symbiodinium,epa,Marine,13.5
Chromista,Sphacelariales,Cladostephaceae,Phaeophyceae,Cladostephus,ala,Marine,0
Chromista,Sphacelariales,Cladostephaceae,Phaeophyceae,Cladostephus,dha,Marine,0
Chromista,Sphacelariales,Cladostephaceae,Phaeophyceae,Cladostephus,epa,Marine,11.46
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Lyngbya,ala,Freshwater,13.47
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Lyngbya,dha,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Lyngbya,epa,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Oscillatoria,ala,Freshwater,11.76526003
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Oscillatoria,dha,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Oscillatoria,epa,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Planktothrix,ala,Freshwater,31.5
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Planktothrix,dha,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Planktothrix,epa,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Spirulina,ala,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Spirulina,ala,Marine,13.25357143
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Spirulina,dha,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Spirulina,dha,Marine,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Spirulina,epa,Freshwater,0
Bacteria,Nostocales,Oscillatoriaceae,Cyanophyceae,Spirulina,epa,Marine,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Anabaena,ala,Freshwater,22.65573998
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Anabaena,dha,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Anabaena,epa,Freshwater,0.017150927
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Anabaenopsis,ala,Freshwater,9.3576
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Anabaenopsis,dha,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Anabaenopsis,epa,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Aphanizomenon,ala,Freshwater,30.8
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Aphanizomenon,dha,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Aphanizomenon,epa,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Cylindrospermum,ala,Freshwater,13.4
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Cylindrospermum,dha,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Cylindrospermum,epa,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Nostoc,ala,Freshwater,9.990642515
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Nostoc,dha,Freshwater,0
Bacteria,Nostocales,Nostocaceae,Cyanophyceae,Nostoc,epa,Freshwater,0.065678261
Bacteria,Nostocales,Rivulariaceae,Cyanophyceae,Calothrix,ala,Freshwater,4.9
Bacteria,Nostocales,Rivulariaceae,Cyanophyceae,Calothrix,dha,Freshwater,0
Bacteria,Nostocales,Rivulariaceae,Cyanophyceae,Calothrix,epa,Freshwater,0
Bacteria,Nostocales,Microchaetaceae,Cyanophyceae,Nodularia,ala,Freshwater,7.737
Bacteria,Nostocales,Microchaetaceae,Cyanophyceae,Nodularia,dha,Freshwater,0
Bacteria,Nostocales,Microchaetaceae,Cyanophyceae,Nodularia,epa,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Aphanothece,ala,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Aphanothece,dha,Freshwater,0.558708298
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Aphanothece,epa,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Chroococcus,ala,Freshwater,23.64
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Chroococcus,dha,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Chroococcus,epa,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Merismopedia,ala,Freshwater,7.28
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Merismopedia,dha,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Merismopedia,epa,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Microcystis,ala,Freshwater,5.994174836
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Microcystis,dha,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Microcystis,epa,Freshwater,0.070081288
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Synechococcus,ala,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Synechococcus,dha,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Synechococcus,epa,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Synechocystis,ala,Freshwater,8.49
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Synechocystis,dha,Freshwater,0
Bacteria,Chroococcales,Chroococcaceae,Cyanophyceae,Synechocystis,epa,Freshwater,0
Bacteria,Rhizobiales,Methylocystaceae,Alphaproteobacteria,Methylosinus,ala,Freshwater,0
Bacteria,Rhizobiales,Methylocystaceae,Alphaproteobacteria,Methylosinus,dha,Freshwater,0
Bacteria,Rhizobiales,Methylocystaceae,Alphaproteobacteria,Methylosinus,epa,Freshwater,0
Bacteria,Burkholderiales,Burkholderiaceae,Betaproteobacteria,Polynucleobacter,ala,Freshwater,0
Bacteria,Burkholderiales,Burkholderiaceae,Betaproteobacteria,Polynucleobacter,dha,Freshwater,0
Bacteria,Burkholderiales,Burkholderiaceae,Betaproteobacteria,Polynucleobacter,epa,Freshwater,0
